WS_client_id,WS_Account_code,TRANDATE,SETDATE,Tran_Type,Tran_Desc,Security_Type,Security_Type_Description,DETAILTYPENAME,ISIN,Security_code,Security_Name,EXCHG,BROKERCODE,Depository_Registrar,DPID_AMC,Dp_Client_id_Folio,BANKCODE,BANKACID,QTY,RATE,BROKERAGE,SERVICETAX,NETRATE,Net_Amount,STT,TRFDATE,TRFRATE,TRFAMT,TOTAL_TRXN_FEE,TOTAL_TRXN_FEE_STAX,Txn_Ref_No,DESCMEMO,CHEQUENO,CHEQUEDTL,PORTFOLIOID,DELIVERYDATE,PAYMENTDATE,ACCRUEDINTEREST,ISSUER,ISSUERNAME,TDSAMOUNT,STAMPDUTY,TPMSGAIN,RMID,RMNAME,ADVISORID,ADVISORNAME,BRANCHID,BRANCHNAME,GROUPID,GROUPNAME,OWNERID,OWNERNAME,WEALTHADVISOR_NAME,SCHEMEID,SCHEMENAME,executionPriority
CL0006,ACC0006,10/16/2024,10/18/2024,BY-,BY- transaction,Equity,Equity Share,Listed Equity,IN0882480524,GODREJ87,GODREJCP,NSE,ICICI_DIRECT,NSDL,DP001,CL0013,ICICI,AC273136,291,2185.67,636.03,114.49,2185.67,636029.97,159.01,10/18/2024,2185.67,636029.97,954.04,114.49,TXN88719338,Generated transaction,897880,10/16/2024,PF7,10/18/2024,10/18/2024,0,GODREJCP,GODREJCP LTD,0,63.6,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,2
CL0002,ACC0002,2/26/2024,2/29/2024,DIO,DIO transaction,Equity,Equity Share,Listed Equity,IN1457744114,ONGC38,ONGC,NSE,ZERODHA,NSDL,DP001,CL0014,SBI,AC814935,490,3114.86,1526.28,274.73,3114.86,1526281.4,381.57,2/29/2024,3114.86,1526281.4,2289.42,274.73,TXN97577573,Generated transaction,301453,2/26/2024,PF9,2/29/2024,2/29/2024,0,ONGC,ONGC LTD,0,152.63,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,5
CL0009,ACC0009,5/19/2024,5/21/2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN9519864523,COALIN15,COALINDIA,BSE,ICICI_DIRECT,NSDL,DP001,CL0006,ICICI,AC447781,469,1029.87,483.01,86.94,1029.87,483009.03,120.75,5/21/2024,1029.87,483009.03,724.51,86.94,TXN95914568,Generated transaction,689054,5/19/2024,PF7,5/21/2024,5/21/2024,0,COALINDIA,COALINDIA LTD,0,48.3,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,5
CL0001,ACC0001,04-03-2024,04-06-2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN0316772907,SHREEC14,SHREECEM,NSE,ICICI_DIRECT,NSDL,DP001,CL0018,SBI,AC894127,173,219.38,37.95,6.83,219.38,37952.74,9.49,04-06-2024,219.38,37952.74,56.93,6.83,TXN49566434,Generated transaction,455675,04-03-2024,PF10,04-06-2024,04-06-2024,0,SHREECEM,SHREECEM LTD,0,3.8,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,2
CL0007,ACC0007,7/26/2024,7/28/2024,Sl+,Sl+ transaction,Equity,Equity Share,Listed Equity,IN6541157833,BHARTI35,BHARTIARTL,NSE,UPSTOX,NSDL,DP001,CL0006,SBI,AC669383,175,1122.41,196.42,35.36,1122.41,196421.75,49.11,7/28/2024,1122.41,196421.75,294.63,35.36,TXN86325349,Generated transaction,455003,7/26/2024,PF6,7/28/2024,7/28/2024,0,BHARTIARTL,BHARTIARTL LTD,0,19.64,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,4
CL0016,ACC0016,1/29/2024,02-01-2024,DIS,DIS transaction,Equity,Equity Share,Listed Equity,IN1251268442,EICHER98,EICHERMOT,BSE,ZERODHA,NSDL,DP001,CL0010,AXIS,AC320260,204,363.99,74.25,13.37,363.99,74253.96,18.56,02-01-2024,363.99,74253.96,111.38,13.37,TXN31969722,Generated transaction,673112,1/29/2024,PF3,02-01-2024,02-01-2024,0,EICHERMOT,EICHERMOT LTD,0,7.43,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,2
CL0009,ACC0009,12/14/2024,12/17/2024,IN1,IN1 transaction,Equity,Equity Share,Listed Equity,IN9964082022,LT33,LT,NSE,UPSTOX,NSDL,DP001,CL0005,AXIS,AC931847,356,388.55,138.32,24.9,388.55,138323.8,34.58,12/17/2024,388.55,138323.8,207.49,24.9,TXN84607562,Generated transaction,191652,12/14/2024,PF3,12/17/2024,12/17/2024,0,LT,LT LTD,0,13.83,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,5
CL0002,ACC0002,1/24/2024,1/25/2024,IN+,IN+ transaction,Equity,Equity Share,Listed Equity,IN7571799753,KOTAKB98,KOTAKBANK,BSE,UPSTOX,NSDL,DP001,CL0001,AXIS,AC661128,12,724.39,8.69,1.56,724.39,8692.68,2.17,1/25/2024,724.39,8692.68,13.04,1.56,TXN60301686,Generated transaction,161135,1/24/2024,PF6,1/25/2024,1/25/2024,0,KOTAKBANK,KOTAKBANK LTD,0,0.87,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,2
CL0008,ACC0008,06-05-2024,06-06-2024,CSI,CSI transaction,Equity,Equity Share,Listed Equity,IN0882480524,GODREJ87,GODREJCP,BSE,ZERODHA,NSDL,DP001,CL0001,HDFC,AC028399,114,207.1,23.61,4.25,207.1,23609.4,5.9,06-06-2024,207.1,23609.4,35.41,4.25,TXN79733482,Generated transaction,532146,06-05-2024,PF7,06-06-2024,06-06-2024,0,GODREJCP,GODREJCP LTD,0,2.36,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,1
CL0016,ACC0016,04-03-2024,04-04-2024,IN1,IN1 transaction,Equity,Equity Share,Listed Equity,IN2187594516,BRITAN79,BRITANNIA,BSE,ZERODHA,NSDL,DP001,CL0012,ICICI,AC858162,180,2159.12,388.64,69.96,2159.12,388641.6,97.16,04-04-2024,2159.12,388641.6,582.96,69.96,TXN11157421,Generated transaction,928839,04-03-2024,PF9,04-04-2024,04-04-2024,0,BRITANNIA,BRITANNIA LTD,0,38.86,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,5
CL0001,ACC0001,10-10-2024,10/13/2024,OI1,OI1 transaction,Equity,Equity Share,Listed Equity,IN2233309783,JSWSTE51,JSWSTEEL,BSE,ZERODHA,NSDL,DP001,CL0011,SBI,AC723212,151,1333.94,201.42,36.26,1333.94,201424.94,50.36,10/13/2024,1333.94,201424.94,302.14,36.26,TXN39024910,Generated transaction,360731,10-10-2024,PF4,10/13/2024,10/13/2024,0,JSWSTEEL,JSWSTEEL LTD,0,20.14,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Balanced,1
CL0017,ACC0017,02-01-2024,02-02-2024,CUS,CUS transaction,Equity,Equity Share,Listed Equity,IN1457744114,ONGC38,ONGC,BSE,ZERODHA,NSDL,DP001,CL0010,SBI,AC582610,260,2939.91,764.38,137.59,2939.91,764376.6,191.09,02-02-2024,2939.91,764376.6,1146.56,137.59,TXN67651680,Generated transaction,769033,02-01-2024,PF2,02-02-2024,02-02-2024,0,ONGC,ONGC LTD,0,76.44,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,3
CL0007,ACC0007,12/16/2024,12/19/2024,SQS,SQS transaction,Equity,Equity Share,Listed Equity,IN2216702388,TITAN45,TITAN,BSE,UPSTOX,NSDL,DP001,CL0008,HDFC,AC180450,421,2830.16,1191.5,214.47,2830.16,1191497.36,297.87,12/19/2024,2830.16,1191497.36,1787.25,214.47,TXN12339300,Generated transaction,549592,12/16/2024,PF2,12/19/2024,12/19/2024,0,TITAN,TITAN LTD,0,119.15,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,4
CL0009,ACC0009,8/20/2024,8/22/2024,DI1,DI1 transaction,Equity,Equity Share,Listed Equity,IN1590430428,VEDL41,VEDL,NSE,UPSTOX,NSDL,DP001,CL0010,HDFC,AC324961,238,2800.19,666.45,119.96,2800.19,666445.22,166.61,8/22/2024,2800.19,666445.22,999.67,119.96,TXN13276025,Generated transaction,251883,8/20/2024,PF10,8/22/2024,8/22/2024,0,VEDL,VEDL LTD,0,66.64,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,1
CL0006,ACC0006,10/15/2024,10/17/2024,DIS,DIS transaction,Equity,Equity Share,Listed Equity,IN3050299635,CIPLA79,CIPLA,NSE,ZERODHA,NSDL,DP001,CL0008,HDFC,AC890536,437,1539.31,672.68,121.08,1539.31,672678.47,168.17,10/17/2024,1539.31,672678.47,1009.02,121.08,TXN35535757,Generated transaction,571308,10/15/2024,PF6,10/17/2024,10/17/2024,0,CIPLA,CIPLA LTD,0,67.27,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,1
CL0012,ACC0012,12-01-2024,12-04-2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN3268679493,ITC34,ITC,NSE,ICICI_DIRECT,NSDL,DP001,CL0001,AXIS,AC085726,352,2660.92,936.64,168.6,2660.92,936643.84,234.16,12-04-2024,2660.92,936643.84,1404.97,168.6,TXN24757959,Generated transaction,423449,12-01-2024,PF8,12-04-2024,12-04-2024,0,ITC,ITC LTD,0,93.66,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,3
CL0012,ACC0012,6/18/2024,6/20/2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN3538923239,AMBUJA51,AMBUJACEM,NSE,HDFC_SEC,NSDL,DP001,CL0013,SBI,AC747183,155,954.81,148,26.64,954.81,147995.55,37,6/20/2024,954.81,147995.55,221.99,26.64,TXN32623552,Generated transaction,832589,6/18/2024,PF5,6/20/2024,6/20/2024,0,AMBUJACEM,AMBUJACEM LTD,0,14.8,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,1
CL0017,ACC0017,12/14/2024,12/15/2024,TDO,TDO transaction,Equity,Equity Share,Listed Equity,IN9474858099,HCLTEC12,HCLTECH,BSE,UPSTOX,NSDL,DP001,CL0016,SBI,AC014474,201,1748.73,351.49,63.27,1748.73,351494.73,87.87,12/15/2024,1748.73,351494.73,527.24,63.27,TXN90786013,Generated transaction,933136,12/14/2024,PF1,12/15/2024,12/15/2024,0,HCLTECH,HCLTECH LTD,0,35.15,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,5
CL0015,ACC0015,11/17/2024,11/19/2024,BY-,BY- transaction,Equity,Equity Share,Listed Equity,IN2522755691,HINDAL40,HINDALCO,NSE,HDFC_SEC,NSDL,DP001,CL0007,HDFC,AC640890,264,3324.56,877.68,157.98,3324.56,877683.84,219.42,11/19/2024,3324.56,877683.84,1316.53,157.98,TXN77081057,Generated transaction,506966,11/17/2024,PF5,11/19/2024,11/19/2024,0,HINDALCO,HINDALCO LTD,0,87.77,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,2
CL0013,ACC0013,04-05-2024,04-07-2024,DIS,DIS transaction,Equity,Equity Share,Listed Equity,IN7571799753,KOTAKB98,KOTAKBANK,BSE,ZERODHA,NSDL,DP001,CL0014,SBI,AC454980,153,1598.12,244.51,44.01,1598.12,244512.36,61.13,04-07-2024,1598.12,244512.36,366.77,44.01,TXN72197615,Generated transaction,184212,04-05-2024,PF10,04-07-2024,04-07-2024,0,KOTAKBANK,KOTAKBANK LTD,0,24.45,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,5
CL0007,ACC0007,8/16/2024,8/19/2024,DIO,DIO transaction,Equity,Equity Share,Listed Equity,IN7466950308,ICICIB51,ICICIBANK,BSE,ICICI_DIRECT,NSDL,DP001,CL0013,AXIS,AC685369,321,1300.07,417.32,75.12,1300.07,417322.47,104.33,8/19/2024,1300.07,417322.47,625.98,75.12,TXN82774143,Generated transaction,632969,8/16/2024,PF2,8/19/2024,8/19/2024,0,ICICIBANK,ICICIBANK LTD,0,41.73,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,1
CL0017,ACC0017,08-10-2024,8/13/2024,DIS,DIS transaction,Equity,Equity Share,Listed Equity,IN2233309783,JSWSTE51,JSWSTEEL,BSE,ICICI_DIRECT,NSDL,DP001,CL0007,ICICI,AC001298,245,454.73,111.41,20.05,454.73,111408.85,27.85,8/13/2024,454.73,111408.85,167.11,20.05,TXN49699156,Generated transaction,273889,08-10-2024,PF5,8/13/2024,8/13/2024,0,JSWSTEEL,JSWSTEEL LTD,0,11.14,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,2
CL0015,ACC0015,04-06-2024,04-09-2024,DIS,DIS transaction,Equity,Equity Share,Listed Equity,IN4943174270,DRREDD32,DRREDDY,BSE,ICICI_DIRECT,NSDL,DP001,CL0016,SBI,AC860747,137,3111.32,426.25,76.73,3111.32,426250.84,106.56,04-09-2024,3111.32,426250.84,639.38,76.73,TXN44554729,Generated transaction,489877,04-06-2024,PF9,04-09-2024,04-09-2024,0,DRREDDY,DRREDDY LTD,0,42.63,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,1
CL0003,ACC0003,05-04-2024,05-05-2024,Sl+,Sl+ transaction,Equity,Equity Share,Listed Equity,IN2393995769,SUNPHA82,SUNPHARMA,BSE,ICICI_DIRECT,NSDL,DP001,CL0010,ICICI,AC337515,366,1818.9,665.72,119.83,1818.9,665717.4,166.43,05-05-2024,1818.9,665717.4,998.58,119.83,TXN70289169,Generated transaction,390979,05-04-2024,PF4,05-05-2024,05-05-2024,0,SUNPHARMA,SUNPHARMA LTD,0,66.57,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,4
CL0014,ACC0014,03-01-2024,03-03-2024,IN+,IN+ transaction,Equity,Equity Share,Listed Equity,IN9519864523,COALIN15,COALINDIA,NSE,ICICI_DIRECT,NSDL,DP001,CL0011,SBI,AC896080,365,905.67,330.57,59.5,905.67,330569.55,82.64,03-03-2024,905.67,330569.55,495.85,59.5,TXN01375721,Generated transaction,780642,03-01-2024,PF5,03-03-2024,03-03-2024,0,COALINDIA,COALINDIA LTD,0,33.06,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Balanced,1
CL0009,ACC0009,5/25/2024,5/28/2024,TDO,TDO transaction,Equity,Equity Share,Listed Equity,IN9474858099,HCLTEC12,HCLTECH,BSE,UPSTOX,NSDL,DP001,CL0001,SBI,AC462694,459,270.78,124.29,22.37,270.78,124288.02,31.07,5/28/2024,270.78,124288.02,186.43,22.37,TXN96561477,Generated transaction,140916,5/25/2024,PF5,5/28/2024,5/28/2024,0,HCLTECH,HCLTECH LTD,0,12.43,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,1
CL0018,ACC0018,8/18/2024,8/20/2024,SQS,SQS transaction,Equity,Equity Share,Listed Equity,IN2393995769,SUNPHA82,SUNPHARMA,BSE,ICICI_DIRECT,NSDL,DP001,CL0016,SBI,AC713779,144,2396.7,345.12,62.12,2396.7,345124.8,86.28,8/20/2024,2396.7,345124.8,517.69,62.12,TXN05661511,Generated transaction,465357,8/18/2024,PF2,8/20/2024,8/20/2024,0,SUNPHARMA,SUNPHARMA LTD,0,34.51,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,2
CL0007,ACC0007,07-08-2024,07-10-2024,E10,E10 transaction,Equity,Equity Share,Listed Equity,IN2393995769,SUNPHA82,SUNPHARMA,NSE,HDFC_SEC,NSDL,DP001,CL0016,AXIS,AC503895,280,3348.23,937.5,168.75,3348.23,937504.4,234.38,07-10-2024,3348.23,937504.4,1406.26,168.75,TXN10684945,Generated transaction,811199,07-08-2024,PF3,07-10-2024,07-10-2024,0,SUNPHARMA,SUNPHARMA LTD,0,93.75,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Balanced,5
CL0011,ACC0011,6/18/2024,6/20/2024,OI1,OI1 transaction,Equity,Equity Share,Listed Equity,IN3816830313,ASIANP72,ASIANPAINT,NSE,ICICI_DIRECT,NSDL,DP001,CL0017,ICICI,AC965934,60,1344.52,80.67,14.52,1344.52,80671.2,20.17,6/20/2024,1344.52,80671.2,121.01,14.52,TXN26662093,Generated transaction,468723,6/18/2024,PF4,6/20/2024,6/20/2024,0,ASIANPAINT,ASIANPAINT LTD,0,8.07,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,3
CL0014,ACC0014,1/18/2024,1/20/2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN2233309783,JSWSTE51,JSWSTEEL,NSE,HDFC_SEC,NSDL,DP001,CL0009,AXIS,AC704017,314,1454,456.56,82.18,1454,456556,114.14,1/20/2024,1454,456556,684.83,82.18,TXN57950115,Generated transaction,845685,1/18/2024,PF8,1/20/2024,1/20/2024,0,JSWSTEEL,JSWSTEEL LTD,0,45.66,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,2
CL0003,ACC0003,05-02-2024,05-04-2024,TDI,TDI transaction,Equity,Equity Share,Listed Equity,IN0882480524,GODREJ87,GODREJCP,NSE,ZERODHA,NSDL,DP001,CL0013,HDFC,AC688565,391,2408.39,941.68,169.5,2408.39,941680.49,235.42,05-04-2024,2408.39,941680.49,1412.52,169.5,TXN87940228,Generated transaction,147494,05-02-2024,PF2,05-04-2024,05-04-2024,0,GODREJCP,GODREJCP LTD,0,94.17,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,4
CL0011,ACC0011,03-10-2024,03-12-2024,DIO,DIO transaction,Equity,Equity Share,Listed Equity,IN4023679652,ULTRAC90,ULTRACEMCO,NSE,UPSTOX,NSDL,DP001,CL0015,HDFC,AC449836,448,259.35,116.19,20.91,259.35,116188.8,29.05,03-12-2024,259.35,116188.8,174.28,20.91,TXN50177201,Generated transaction,710616,03-10-2024,PF7,03-12-2024,03-12-2024,0,ULTRACEMCO,ULTRACEMCO LTD,0,11.62,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,4
CL0015,ACC0015,08-10-2024,08-12-2024,IN1,IN1 transaction,Equity,Equity Share,Listed Equity,IN1590430428,VEDL41,VEDL,NSE,ICICI_DIRECT,NSDL,DP001,CL0006,SBI,AC331968,371,2971.56,1102.45,198.44,2971.56,1102448.76,275.61,08-12-2024,2971.56,1102448.76,1653.67,198.44,TXN77155959,Generated transaction,397878,08-10-2024,PF3,08-12-2024,08-12-2024,0,VEDL,VEDL LTD,0,110.24,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,2
CL0018,ACC0018,10-08-2024,10-11-2024,IN1,IN1 transaction,Equity,Equity Share,Listed Equity,IN1251268442,EICHER98,EICHERMOT,BSE,HDFC_SEC,NSDL,DP001,CL0003,HDFC,AC191285,19,2541.62,48.29,8.69,2541.62,48290.78,12.07,10-11-2024,2541.62,48290.78,72.44,8.69,TXN82834764,Generated transaction,816619,10-08-2024,PF8,10-11-2024,10-11-2024,0,EICHERMOT,EICHERMOT LTD,0,4.83,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,4
CL0004,ACC0004,9/24/2024,9/26/2024,CUS,CUS transaction,Equity,Equity Share,Listed Equity,IN1590430428,VEDL41,VEDL,NSE,ZERODHA,NSDL,DP001,CL0004,AXIS,AC147784,331,499.36,165.29,29.75,499.36,165288.16,41.32,9/26/2024,499.36,165288.16,247.93,29.75,TXN32796157,Generated transaction,150112,9/24/2024,PF9,9/26/2024,9/26/2024,0,VEDL,VEDL LTD,0,16.53,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,4
CL0016,ACC0016,1/30/2024,02-02-2024,BY-,BY- transaction,Equity,Equity Share,Listed Equity,IN3540919089,NTPC48,NTPC,BSE,ICICI_DIRECT,NSDL,DP001,CL0012,HDFC,AC085424,431,267.8,115.42,20.78,267.8,115421.8,28.86,02-02-2024,267.8,115421.8,173.13,20.78,TXN11917133,Generated transaction,682421,1/30/2024,PF1,02-02-2024,02-02-2024,0,NTPC,NTPC LTD,0,11.54,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Balanced,5
CL0016,ACC0016,11/26/2024,11/27/2024,SQS,SQS transaction,Equity,Equity Share,Listed Equity,IN6630942298,POWERG67,POWERGRID,NSE,HDFC_SEC,NSDL,DP001,CL0007,ICICI,AC678298,435,529.82,230.47,41.48,529.82,230471.7,57.62,11/27/2024,529.82,230471.7,345.71,41.48,TXN92932823,Generated transaction,883716,11/26/2024,PF8,11/27/2024,11/27/2024,0,POWERGRID,POWERGRID LTD,0,23.05,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,5
CL0001,ACC0001,7/24/2024,7/26/2024,E23,E23 transaction,Equity,Equity Share,Listed Equity,IN3538923239,AMBUJA51,AMBUJACEM,NSE,ZERODHA,NSDL,DP001,CL0017,ICICI,AC301396,81,1801.48,145.92,26.27,1801.48,145919.88,36.48,7/26/2024,1801.48,145919.88,218.88,26.27,TXN04457454,Generated transaction,474622,7/24/2024,PF2,7/26/2024,7/26/2024,0,AMBUJACEM,AMBUJACEM LTD,0,14.59,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,3
CL0003,ACC0003,11-11-2024,11-12-2024,Cs+,Cs+ transaction,Equity,Equity Share,Listed Equity,IN7571799753,KOTAKB98,KOTAKBANK,BSE,HDFC_SEC,NSDL,DP001,CL0011,ICICI,AC648183,260,3002.84,780.74,140.53,3002.84,780738.4,195.18,11-12-2024,3002.84,780738.4,1171.11,140.53,TXN72890585,Generated transaction,730843,11-11-2024,PF10,11-12-2024,11-12-2024,0,KOTAKBANK,KOTAKBANK LTD,0,78.07,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,3
CL0016,ACC0016,7/20/2024,7/22/2024,E10,E10 transaction,Equity,Equity Share,Listed Equity,IN4816963613,SBIN30,SBIN,BSE,UPSTOX,NSDL,DP001,CL0018,ICICI,AC955551,151,586.77,88.6,15.95,586.77,88602.27,22.15,7/22/2024,586.77,88602.27,132.9,15.95,TXN84288138,Generated transaction,855674,7/20/2024,PF3,7/22/2024,7/22/2024,0,SBIN,SBIN LTD,0,8.86,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,1
CL0008,ACC0008,12/18/2024,12/20/2024,E22,E22 transaction,Equity,Equity Share,Listed Equity,IN6320529325,BAJFIN90,BAJFINANCE,BSE,UPSTOX,NSDL,DP001,CL0017,SBI,AC424784,355,3434.47,1219.24,219.46,3434.47,1219236.85,304.81,12/20/2024,3434.47,1219236.85,1828.86,219.46,TXN80029287,Generated transaction,945998,12/18/2024,PF7,12/20/2024,12/20/2024,0,BAJFINANCE,BAJFINANCE LTD,0,121.92,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,5
CL0001,ACC0001,12/30/2024,12/31/2024,TDI,TDI transaction,Equity,Equity Share,Listed Equity,IN5974187380,HEROMO41,HEROMOTOCO,NSE,HDFC_SEC,NSDL,DP001,CL0015,SBI,AC696922,114,1604.92,182.96,32.93,1604.92,182960.88,45.74,12/31/2024,1604.92,182960.88,274.44,32.93,TXN83693280,Generated transaction,407906,12/30/2024,PF8,12/31/2024,12/31/2024,0,HEROMOTOCO,HEROMOTOCO LTD,0,18.3,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,5
CL0014,ACC0014,11/21/2024,11/23/2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN7956941705,WIPRO80,WIPRO,NSE,ZERODHA,NSDL,DP001,CL0001,AXIS,AC685268,209,870.45,181.92,32.75,870.45,181924.05,45.48,11/23/2024,870.45,181924.05,272.89,32.75,TXN56353865,Generated transaction,410662,11/21/2024,PF1,11/23/2024,11/23/2024,0,WIPRO,WIPRO LTD,0,18.19,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,2
CL0007,ACC0007,04-04-2024,04-05-2024,E22,E22 transaction,Equity,Equity Share,Listed Equity,IN2233309783,JSWSTE51,JSWSTEEL,NSE,ICICI_DIRECT,NSDL,DP001,CL0006,SBI,AC148538,3,635.8,1.91,0.34,635.8,1907.4,0.48,04-05-2024,635.8,1907.4,2.86,0.34,TXN55258865,Generated transaction,530772,04-04-2024,PF4,04-05-2024,04-05-2024,0,JSWSTEEL,JSWSTEEL LTD,0,0.19,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,5
